Latitud,Longitud,ALA,Fuente,TipoEstacion,NombreEstacion,Variable,Fecha,Hora,Valor,UnidadMedida,dia,Mes,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,31/5/1975,0:00,0.575125,m³/s,31,5,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,1/6/1975,0:00,,m³/s,1,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,2/6/1975,0:00,,m³/s,2,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,3/6/1975,0:00,,m³/s,3,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,4/6/1975,0:00,,m³/s,4,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,5/6/1975,0:00,,m³/s,5,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,6/6/1975,0:00,,m³/s,6,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,7/6/1975,0:00,,m³/s,7,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,8/6/1975,0:00,,m³/s,8,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,9/6/1975,0:00,,m³/s,9,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,10/6/1975,0:00,,m³/s,10,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,11/6/1975,0:00,,m³/s,11,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,12/6/1975,0:00,,m³/s,12,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,13/6/1975,0:00,,m³/s,13,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,14/6/1975,0:00,,m³/s,14,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,15/6/1975,0:00,,m³/s,15,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,16/6/1975,0:00,,m³/s,16,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,17/6/1975,0:00,,m³/s,17,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,18/6/1975,0:00,,m³/s,18,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,19/6/1975,0:00,,m³/s,19,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,20/6/1975,0:00,,m³/s,20,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,21/6/1975,0:00,,m³/s,21,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,22/6/1975,0:00,,m³/s,22,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,23/6/1975,0:00,,m³/s,23,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,24/6/1975,0:00,,m³/s,24,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,25/6/1975,0:00,,m³/s,25,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,26/6/1975,0:00,,m³/s,26,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,27/6/1975,0:00,,m³/s,27,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,28/6/1975,0:00,,m³/s,28,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,29/6/1975,0:00,,m³/s,29,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,30/6/1975,0:00,,m³/s,30,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,1/7/1975,0:00,,m³/s,1,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,2/7/1975,0:00,,m³/s,2,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,3/7/1975,0:00,,m³/s,3,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,4/7/1975,0:00,,m³/s,4,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,5/7/1975,0:00,,m³/s,5,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,6/7/1975,0:00,,m³/s,6,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,7/7/1975,0:00,,m³/s,7,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,8/7/1975,0:00,,m³/s,8,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,9/7/1975,0:00,,m³/s,9,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,10/7/1975,0:00,,m³/s,10,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,11/7/1975,0:00,,m³/s,11,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,12/7/1975,0:00,,m³/s,12,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,13/7/1975,0:00,,m³/s,13,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,14/7/1975,0:00,,m³/s,14,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,15/7/1975,0:00,,m³/s,15,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,16/7/1975,0:00,,m³/s,16,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,17/7/1975,0:00,,m³/s,17,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,18/7/1975,0:00,,m³/s,18,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,19/7/1975,0:00,,m³/s,19,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,20/7/1975,0:00,,m³/s,20,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,21/7/1975,0:00,,m³/s,21,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,22/7/1975,0:00,,m³/s,22,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,23/7/1975,0:00,,m³/s,23,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,24/7/1975,0:00,,m³/s,24,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,25/7/1975,0:00,,m³/s,25,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,26/7/1975,0:00,,m³/s,26,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,27/7/1975,0:00,,m³/s,27,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,28/7/1975,0:00,,m³/s,28,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,29/7/1975,0:00,,m³/s,29,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,30/7/1975,0:00,,m³/s,30,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,31/7/1975,0:00,,m³/s,31,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,1/8/1975,0:00,,m³/s,1,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,2/8/1975,0:00,,m³/s,2,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,3/8/1975,0:00,,m³/s,3,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,4/8/1975,0:00,,m³/s,4,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,5/8/1975,0:00,,m³/s,5,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,6/8/1975,0:00,,m³/s,6,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,7/8/1975,0:00,,m³/s,7,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,8/8/1975,0:00,,m³/s,8,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,9/8/1975,0:00,,m³/s,9,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,10/8/1975,0:00,,m³/s,10,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,11/8/1975,0:00,,m³/s,11,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,12/8/1975,0:00,,m³/s,12,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,13/8/1975,0:00,,m³/s,13,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,14/8/1975,0:00,,m³/s,14,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,15/8/1975,0:00,,m³/s,15,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,16/8/1975,0:00,,m³/s,16,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,17/8/1975,0:00,,m³/s,17,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,18/8/1975,0:00,,m³/s,18,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,19/8/1975,0:00,,m³/s,19,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,20/8/1975,0:00,,m³/s,20,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,21/8/1975,0:00,,m³/s,21,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,22/8/1975,0:00,,m³/s,22,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,23/8/1975,0:00,,m³/s,23,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,24/8/1975,0:00,,m³/s,24,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,25/8/1975,0:00,,m³/s,25,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,26/8/1975,0:00,,m³/s,26,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,27/8/1975,0:00,,m³/s,27,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,28/8/1975,0:00,,m³/s,28,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,29/8/1975,0:00,,m³/s,29,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,30/8/1975,0:00,,m³/s,30,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,31/8/1975,0:00,,m³/s,31,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,1/9/1975,0:00,,m³/s,1,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,2/9/1975,0:00,,m³/s,2,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,3/9/1975,0:00,,m³/s,3,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,4/9/1975,0:00,,m³/s,4,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,5/9/1975,0:00,,m³/s,5,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,6/9/1975,0:00,,m³/s,6,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,7/9/1975,0:00,,m³/s,7,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,8/9/1975,0:00,,m³/s,8,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,9/9/1975,0:00,189,m³/s,9,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,10/9/1975,0:00,189,m³/s,10,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,11/9/1975,0:00,189,m³/s,11,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,12/9/1975,0:00,,m³/s,12,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,13/9/1975,0:00,233,m³/s,13,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,14/9/1975,0:00,277,m³/s,14,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,15/9/1975,0:00,321,m³/s,15,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,16/9/1975,0:00,,m³/s,16,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,17/9/1975,0:00,,m³/s,17,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,18/9/1975,0:00,,m³/s,18,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,19/9/1975,0:00,,m³/s,19,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,20/9/1975,0:00,,m³/s,20,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,21/9/1975,0:00,,m³/s,21,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,22/9/1975,0:00,427,m³/s,22,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,23/9/1975,0:00,825,m³/s,23,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,24/9/1975,0:00,,m³/s,24,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,25/9/1975,0:00,675,m³/s,25,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,26/9/1975,0:00,,m³/s,26,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,27/9/1975,0:00,321,m³/s,27,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,28/9/1975,0:00,551,m³/s,28,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,29/9/1975,0:00,,m³/s,29,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,30/9/1975,0:00,,m³/s,30,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,1/10/1975,0:00,,m³/s,1,10,,,,,,,,,,,,,,,
